".smooth",".type",".by",".estimate",".se","nitrogen","phosphorus","nymph_density_total_count","longitude","latitude","ecoregion"
"s(nitrogen)","TPRS",NA,-0.277773709648949,0.043009140715615,0.266821792054534,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.283583996257912,0.0436095898852048,0.270567852187049,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.289410583192432,0.0442314825361407,0.274313912319564,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.295224956409223,0.0448589454006787,0.278059972452079,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.300991652444946,0.045472392030548,0.281806032584594,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.306670254831221,0.0460501632609441,0.285552092717109,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.312214002749895,0.046573457084865,0.289298152849624,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.317571798734474,0.0470277516639949,0.293044212982139,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.322688750140462,0.0474058790924012,0.296790273114654,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.32750566926382,0.0477113247856265,0.30053633324717,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.331960343106428,0.0479587492075071,0.304282393379685,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.335988961429697,0.0481705484001165,0.3080284535122,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.33952815269115,0.0483704486352267,0.311774513644715,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.34251672783166,0.0485822532423893,0.31552057377723,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.344897851001889,0.0488276786335599,0.319266633909745,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.346621495384067,0.0491245580274215,0.32301269404226,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.347647609119806,0.0494864331649175,0.326758754174775,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.347946741938698,0.0499231738197478,0.33050481430729,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.347497695895918,0.0504423855821842,0.334250874439805,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.34629176425504,0.0510544530318812,0.33799693457232,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.344329139150553,0.051775832995861,0.341742994704836,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.34161821052206,0.0526328090323949,0.345489054837351,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.338181127333556,0.0536660877639741,0.349235114969866,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.334056697723987,0.0549316084054397,0.352981175102381,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.329296552421772,0.056495056193483,0.356727235234896,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.323961853012376,0.0584234036621507,0.360473295367411,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.318121158980657,0.0607752921078745,0.364219355499926,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.311844993813942,0.0635907754008723,0.367965415632441,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.305202790072377,0.0668865064448292,0.371711475764956,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.298261961765916,0.0706553731851864,0.375457535897471,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.291084697942436,0.0748704006807341,0.379203596029987,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.283730664518793,0.0794889992264143,0.382949656162502,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.276254536933702,0.0844590176737291,0.386695716295017,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.268704099306853,0.0897247112088512,0.390441776427532,NA,NA,NA,NA,NA
"s(nitrogen)","TPRS",NA,-0.261109144911016,0.0952366189290981,0.394187836560047,NA,NA,NA,NA,NA
