".smooth",".type",".by",".estimate",".se","bio12","nymph_density_total_count","longitude","latitude","ecoregion"
"s(bio12)","TPRS",NA,-0.00485098167263595,0.0244807085096788,355.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00466011607036691,0.0244580557869995,362.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00445532457424254,0.0244374374129822,369.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00423798414533708,0.0244189276503166,376.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00400943735415181,0.0244026022339934,384,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00377096009000376,0.0243885229737102,391.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00352373654958486,0.0243767260460263,398.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00326884042975566,0.0243672174603169,405.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00300722435144443,0.0243599760982361,412.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00273971602265627,0.0243549633416636,419.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00246702234560292,0.0243521358647834,426.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.0021897375634733,0.0243514586898698,433.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00190835776883262,0.0243529142547423,440.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00162329857851451,0.0243565061700211,448,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00133491622207589,0.0243622568771871,455.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.00104352904408637,0.0243702018207817,462.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.000749438647769776,0.0243803823696431,469.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.000452950065312798,0.0243928400406797,476.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,-0.000154389115690996,0.0244076139100635,483.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.000145883276365977,0.0244247417640744,490.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.000447461298257224,0.0244442631836874,497.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00074988823949833,0.0244662229059018,504.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00105265482504445,0.0244906716594468,512,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00135520209011401,0.0245176625851444,519.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00165692822056227,0.0245472431759662,526.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00195719877962879,0.0245794445188686,533.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0022553591218397,0.0246142711081313,540.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00255074900151151,0.0246516941228627,547.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00284271800300399,0.0246916514882946,554.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00313064101138087,0.0247340554244935,561.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00341393343922583,0.0247788075677352,568.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0036920646123566,0.0248258176370097,576,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00396456960248604,0.0248750220647561,583.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00423105802914761,0.0249263974460949,590.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00449122069281413,0.0249799664371085,597.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00474483229063564,0.0250357936730663,604.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00499175264155402,0.025093974329801,611.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0052319245820984,0.0251546171909051,618.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00546536970667704,0.0252178263498138,625.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00569218134266007,0.0252836852037586,632.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00591251651634206,0.0253522451699365,640,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00612658729599202,0.0254235194537918,647.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00633465094233853,0.0254974802834057,654.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0065370002151188,0.0255740571122656,661.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00673395378971331,0.025653133465432,668.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0069258478188379,0.025734540841713,675.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00711302824943484,0.0258180514526515,682.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00729584437619438,0.0259033727121047,689.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00747464357975345,0.0259901487135968,696.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00764976733411937,0.026077973081046,704,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00782154830574634,0.0261664165835643,711.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0079903082281148,0.0262550703044981,718.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00815635732403518,0.0263435889733833,725.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00831999286405025,0.0264317494976506,732.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00848149713675943,0.0265195099977541,739.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00864113706365648,0.0266070307892449,746.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00879916435126947,0.0266946587629494,753.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00895581131435697,0.0267829236985578,760.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00911129228978214,0.0268724838322952,768,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00926580926942078,0.0269640445132805,775.111111111111,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00941955471680281,0.0270583169530506,782.222222222222,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00957270953941202,0.0271559715153886,789.333333333333,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00972541983042889,0.0272575801929011,796.444444444444,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.00987780235926713,0.02736361208874,803.555555555556,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0100299675756666,0.0274744762571273,810.666666666667,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0101820129104998,0.0275904935407613,817.777777777778,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0103339958358465,0.0277118182102002,824.888888888889,NA,NA,NA,NA
"s(bio12)","TPRS",NA,0.0104859480702123,0.027838499830294,832,NA,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.48541999994401,0.0111873067393147,NA,1,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.366033722742302,0.0117821666629433,NA,3.62626262626263,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.118412489714783,0.0140798701730768,NA,6.25252525252525,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.331437810121652,0.0203370977603604,NA,8.87878787878788,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.339507604134454,0.0279588504155422,NA,11.5050505050505,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.39413133940931,0.0435808525861742,NA,14.1313131313131,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.70506073892247,0.0569026462673519,NA,16.7575757575758,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.178549335088869,0.0723913328639187,NA,19.3838383838384,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.139321739504539,0.107210835982826,NA,22.010101010101,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.983616793973243,0.148851961470805,NA,24.6363636363636,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.82599785777483,0.1836997014423,NA,27.2626262626263,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.84747388905894,0.182941042063222,NA,29.8888888888889,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.63323640659623,0.172454601034422,NA,32.5151515151515,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.39444603223281,0.197168875322848,NA,35.1414141414141,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.02678106981713,0.184119715515271,NA,37.7676767676768,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-2.80083193949841,0.261779492626918,NA,40.3939393939394,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-2.97692778988852,0.23968724665708,NA,43.020202020202,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-2.23018718299791,0.187008215999178,NA,45.6464646464647,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.23647630987622,0.189650202403955,NA,48.2727272727273,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.51957333663824,0.205228513831389,NA,50.8989898989899,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.15640187509695,0.20119146962262,NA,53.5252525252525,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.14223370909365,0.192281612681624,NA,56.1515151515152,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-0.472340622485113,0.193328557084944,NA,58.7777777777778,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.14199439910008,0.196413381520642,NA,61.4040404040404,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-2.11277756764585,0.179027543699464,NA,64.030303030303,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-3.07458072065919,0.141098341557856,NA,66.6565656565657,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-3.58603123269459,0.1039317812696,NA,69.2828282828283,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-3.20490443960135,0.091544119300938,NA,71.9090909090909,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.49184898932925,0.0959984694373416,NA,74.5353535353535,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.41222364539689,0.0962428003962802,NA,77.1616161616162,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,4.40323161409841,0.098626142886916,NA,79.7878787878788,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,7.26336222284593,0.1044895527918,NA,82.4141414141414,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,9.99451224498201,0.11288035144803,NA,85.040404040404,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,12.5985784538449,0.122927324511168,NA,87.6666666666667,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,15.0774576227265,0.133953215751423,NA,90.2929292929293,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,17.4330465250216,0.145472936525643,NA,92.9191919191919,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,19.6672419340098,0.157151246304259,NA,95.5454545454545,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,21.7819406230774,0.168759025316881,NA,98.1717171717172,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,23.7790393654488,0.180139599914159,NA,100.79797979798,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,25.6604349346303,0.191185351402116,NA,103.424242424242,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,27.42802410376,0.201822073769826,NA,106.050505050505,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,29.0837036463313,0.211998609906431,NA,108.676767676768,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,30.6293703355766,0.221679954245465,NA,111.30303030303,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,32.0669209448689,0.230842610968352,NA,113.929292929293,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,33.3982522475151,0.23947142556885,NA,116.555555555556,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,34.6252610169484,0.247557388765844,NA,119.181818181818,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,35.749844026378,0.255096090870353,NA,121.808080808081,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,36.7738980491264,0.262086617670347,NA,124.434343434343,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,37.699319858616,0.268530750665921,NA,127.060606060606,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,38.5280062281108,0.274432380190894,NA,129.686868686869,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,39.261853931171,0.279797069701006,NA,132.313131313131,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,39.9027597407213,0.284631728925355,NA,134.939393939394,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,40.4526204303612,0.288944366477976,NA,137.565656565657,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,40.9133327732675,0.292743901281672,NA,140.191919191919,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.2867935429905,0.296040018063328,NA,142.818181818182,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.5748995128746,0.298843056347708,NA,145.444444444444,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.7795474559409,0.301163925241834,NA,148.070707070707,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.9026341457612,0.303014038427776,NA,150.69696969697,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.9460563554174,0.304405265043427,NA,153.323232323232,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.9117108586456,0.305349893524939,NA,155.949494949495,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.8014944285695,0.305860606030395,NA,158.575757575758,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.6173038384906,0.30595046168495,NA,161.20202020202,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.361035861895,0.305632887568663,NA,163.828282828283,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,41.0345872720024,0.304921676290506,NA,166.454545454545,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,40.6398548419576,0.303830989641925,NA,169.080808080808,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,40.1787353454163,0.302375367920931,NA,171.707070707071,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,39.6531255554328,0.300569744452742,NA,174.333333333333,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,39.0649222452344,0.298429465442379,NA,176.959595959596,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,38.4160221889205,0.295970314844302,NA,179.585858585859,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,37.7083221589658,0.293208544518316,NA,182.212121212121,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,36.9437189293624,0.290160909643943,NA,184.838383838384,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,36.1241092724469,0.286844709654832,NA,187.464646464646,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,35.2513899625514,0.283277834723968,NA,190.090909090909,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,34.3274577728462,0.279478818138605,NA,192.717171717172,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,33.3542094763691,0.275466894547842,NA,195.343434343434,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,32.3335418466553,0.27126206413823,NA,197.969696969697,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,31.2673516568822,0.266885162649634,NA,200.59595959596,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,30.1575356807308,0.26235793669344,NA,203.222222222222,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,29.0059906910429,0.257703123866943,NA,205.848484848485,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,27.8146134610555,0.252944535999452,NA,208.474747474747,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,26.5853007655438,0.24810714430468,NA,211.10101010101,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,25.3199493753611,0.243217162780236,NA,213.727272727273,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,24.0204560650974,0.238302126779814,NA,216.353535353535,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,22.6887176093552,0.233390960775971,NA,218.979797979798,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,21.3266307797158,0.228514028631459,NA,221.606060606061,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,19.9360923503858,0.223703157180925,NA,224.232323232323,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,18.5189990936863,0.218991622007952,NA,226.858585858586,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,17.077247784657,0.214414081846899,NA,229.484848484848,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,15.6127351942548,0.210006446348388,NA,232.111111111111,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,14.1273580991062,0.205805660408021,NA,234.737373737374,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,12.6230132685519,0.201849388354252,NA,237.363636363636,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,11.1015974797291,0.198175583325864,NA,239.989898989899,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,9.56500750337468,0.194821931892794,NA,242.616161616162,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,8.01514011358038,0.191825172299869,NA,245.242424242424,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,6.4538920833404,0.189220296142482,NA,247.868686868687,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,4.88316018715291,0.187039659104982,NA,250.49494949495,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,3.30484119762463,0.185312042205204,NA,253.121212121212,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,1.72083188866422,0.184061721313746,NA,255.747474747475,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,0.133029032784466,0.183307613985139,NA,258.373737373737,NA,NA,NA
"s(nymph_density_total_count)","TPRS",NA,-1.45667059629628,0.183062576319257,NA,261,NA,NA,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-37.7141347,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-37.5216474286869,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-37.3291601573737,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-37.1366728860606,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-36.9441856147475,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-36.7516983434343,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-36.5592110721212,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-36.3667238008081,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-36.174236529495,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-35.9817492581818,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-35.7892619868687,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-35.5967747155556,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-35.4042874442424,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-35.2118001729293,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-35.0193129016162,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-34.826825630303,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-34.6343383589899,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-34.4418510876768,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-34.2493638163636,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-34.0568765450505,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-33.8643892737374,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-33.6719020024242,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-33.4794147311111,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-33.286927459798,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-33.0944401884849,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-32.9019529171717,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-32.7094656458586,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-32.5169783745455,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-32.3244911032323,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-32.1320038319192,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-31.9395165606061,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-31.7470292892929,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-31.5545420179798,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-31.3620547466667,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-31.1695674753535,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-30.9770802040404,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-30.7845929327273,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-30.5921056614141,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-30.399618390101,NA
"te(longitude,latitude)","Tensor product",NA,NA,NA,NA,NA,133.2391669,-30.2071311187879,NA
"te(longitude,latitude)","Tensor product",NA,-0.0197258206189742,0.101094319918915,NA,NA,133.2391669,-30.0146438474747,NA
"te(longitude,latitude)","Tensor product",NA,-0.0203004142335712,0.0972675366516391,NA,NA,133.2391669,-29.8221565761616,NA
"te(longitude,latitude)","Tensor product",NA,-0.0207694372258313,0.0933228091372047,NA,NA,133.2391669,-29.6296693048485,NA
"te(longitude,latitude)","Tensor product",NA,-0.0210485110590755,0.089276991954257,NA,NA,133.2391669,-29.4371820335354,NA
"te(longitude,latitude)","Tensor product",NA,-0.021090777808318,0.0851798524853487,NA,NA,133.2391669,-29.2446947622222,NA
"te(longitude,latitude)","Tensor product",NA,-0.0208841766140569,0.0810958058790501,NA,NA,133.2391669,-29.0522074909091,NA
"te(longitude,latitude)","Tensor product",NA,-0.0204365719873104,0.0770668941223665,NA,NA,133.2391669,-28.859720219596,NA
"te(longitude,latitude)","Tensor product",NA,-0.0197582454534193,0.0731298456663196,NA,NA,133.2391669,-28.6672329482828,NA
"te(longitude,latitude)","Tensor product",NA,-0.0188520172915776,0.0693663590371286,NA,NA,133.2391669,-28.4747456769697,NA
"te(longitude,latitude)","Tensor product",NA,-0.0177166578222338,0.0659019316122126,NA,NA,133.2391669,-28.2822584056566,NA
"te(longitude,latitude)","Tensor product",NA,-0.016361699110213,0.0628596624933093,NA,NA,133.2391669,-28.0897711343434,NA
"te(longitude,latitude)","Tensor product",NA,-0.0148250725995138,0.060360459265669,NA,NA,133.2391669,-27.8972838630303,NA
"te(longitude,latitude)","Tensor product",NA,-0.0131828281924145,0.0585684854796537,NA,NA,133.2391669,-27.7047965917172,NA
