"term","contrast","null.value","estimate","std.error","df","statistic","adj.p.value"
"diet","14p:28c - 21p:21c",0,0.0112319794726361,0.00531754553998922,49,2.11224885394378,0.163540733334052
"diet","14p:28c - 35p:7c",0,0.0101548443003927,0.00588506586325147,49,1.725527723284,0.321746658923075
"diet","14p:28c - 7p:35c",0,0.0260027459851219,0.00538685640889331,49,4.82707241689108,8.05199937131684e-05
"diet","21p:21c - 35p:7c",0,-0.00107713517224337,0.0053771816184299,49,-0.200315936614744,0.997115375211688
"diet","21p:21c - 7p:35c",0,0.0147707665124858,0.00488063083019417,49,3.02640519768592,0.0198997544702952
"diet","35p:7c - 7p:35c",0,0.0158479016847291,0.00549988451735733,49,2.88149717229771,0.0289451776819246
